Trigram,Occurrences
styled by the,1
by the english,1
the english law,1
english law writersthe,1
law writersthe whale,1
writersthe whale and,1
and the sturgeon,1
the sturgeon both,1
sturgeon both royal,1
both royal property,1
royal property under,1
property under certain,1
under certain limitations,1
certain limitations and,1
limitations and nominally,1
and nominally supplying,1
nominally supplying the,1
supplying the tenth,1
the tenth branch,1
of the crowns,1
the crowns ordinary,1
crowns ordinary revenue,1
ordinary revenue i,1
revenue i know,1
not that any,1
that any other,1
any other author,1
other author has,1
author has hinted,1
has hinted of,1
hinted of the,1
the matter but,1
matter but by,1
but by inference,1
inference it seems,1
that the sturgeon,1
the sturgeon must,1
sturgeon must be,1
must be divided,1
be divided in,1
divided in the,1
same way as,1
way as the,1
whale the king,1
the king receiving,1
king receiving the,1
receiving the highly,1
the highly dense,1
highly dense and,1
dense and elastic,1
and elastic head,1
elastic head peculiar,1
head peculiar to,1
peculiar to that,1
to that fish,1
that fish which,1
fish which symbolically,1
which symbolically regarded,1
symbolically regarded may,1
regarded may possibly,1
possibly be humorously,1
be humorously grounded,1
humorously grounded upon,1
grounded upon some,1
upon some presumed,1
some presumed congeniality,1
presumed congeniality and,1
congeniality and thus,1
and thus there,1
thus there seems,1
there seems a,1
seems a reason,1
a reason in,1
reason in all,1
all things even,1
things even in,1
even in law,1
in law chapter,1
law chapter 91,1
chapter 91 the,1
91 the pequod,1
meets the rosebud,1
the rosebud in,1
rosebud in vain,1
in vain it,1
vain it was,1
was to rake,1
to rake for,1
rake for ambergriese,1
for ambergriese in,1
ambergriese in the,1
in the paunch,1
the paunch of,1
paunch of this,1
this leviathan insufferable,1
leviathan insufferable fetor,1
insufferable fetor denying,1
fetor denying not,1
denying not inquiry,1
not inquiry sir,1
inquiry sir t,1
t browne ve,1
browne ve it,1
ve it was,1
was a week,1
a week or,1
week or two,1
or two after,2
two after the,1
after the last,1
the last whaling,1
last whaling scene,1
whaling scene recounted,1
scene recounted and,1
recounted and when,1
we were slowly,1
were slowly sailing,1
slowly sailing over,1
sailing over a,1
over a sleepy,1
a sleepy vapoury,1
sleepy vapoury midday,1
vapoury midday sea,1
midday sea that,1
sea that the,1
that the many,1
the many noses,1
many noses on,1
noses on the,1
pequods deck proved,1
deck proved more,1
proved more vigilant,1
more vigilant discoverers,1
vigilant discoverers than,1
discoverers than the,1
than the three,1
the three pairs,1
three pairs of,1
pairs of eyes,1
of eyes aloft,1
eyes aloft a,1
aloft a peculiar,1
a peculiar and,1
peculiar and not,1
and not very,1
not very pleasant,1
very pleasant smell,1
pleasant smell was,1
smell was smelt,1
was smelt in,1
smelt in the,1
sea i will,1
i will bet,1
will bet something,1
bet something now,1
something now said,1
now said stubb,1
said stubb that,1
stubb that somewhere,1
that somewhere hereabouts,1
somewhere hereabouts are,1
hereabouts are some,1
are some of,1
of those drugged,1
those drugged whales,1
drugged whales we,1
whales we tickled,1
we tickled the,1
tickled the other,1
the other day,1
other day i,1
day i thought,1
i thought they,1
thought they would,1
they would keel,1
would keel up,1
keel up before,1
up before long,1
before long presently,1
long presently the,1
presently the vapours,1
the vapours in,1
vapours in advance,1
in advance slid,1
advance slid aside,1
slid aside and,1
aside and there,1
and there in,1
the distance lay,1
distance lay a,1
lay a ship,1
a ship whose,1
ship whose furled,1
whose furled sails,1
furled sails betokened,1
sails betokened that,1
betokened that some,1
that some sort,1
sort of whale,1
of whale must,1
must be alongside,1
be alongside as,1
alongside as we,1
as we glided,1
we glided nearer,1
glided nearer the,1
nearer the stranger,1
the stranger showed,1
stranger showed french,1
showed french colours,1
french colours from,1
colours from his,1
from his peak,1
his peak and,1
peak and by,1
by the eddying,1
the eddying cloud,1
eddying cloud of,1
cloud of vulture,1
of vulture seafowl,1
vulture seafowl that,1
seafowl that circled,1
that circled and,1
circled and hovered,1
and hovered and,1
hovered and swooped,1
and swooped around,1
swooped around him,1
around him it,1
plain that the,1
whale alongside must,1
alongside must be,1
must be what,1
be what the,1
the fishermen call,1
fishermen call a,1
call a blasted,1
a blasted whale,2
blasted whale that,1
is a whale,1
a whale that,1
whale that has,1
that has died,1
has died unmolested,1
died unmolested on,1
unmolested on the,1
sea and so,1
and so floated,1
so floated an,1
floated an unappropriated,1
an unappropriated corpse,1
unappropriated corpse it,1
corpse it may,1
well be conceived,1
be conceived what,1
conceived what an,1
what an unsavory,1
an unsavory odor,1
unsavory odor such,1
odor such a,1
such a mass,1
a mass must,1
mass must exhale,1
must exhale worse,1
exhale worse than,1
worse than an,1
than an assyrian,1
an assyrian city,1
assyrian city in,1
city in the,1
in the plague,1
the plague when,1
plague when the,1
when the living,1
the living are,1
living are incompetent,1
are incompetent to,1
incompetent to bury,1
to bury the,1
bury the departed,1
the departed so,1
departed so intolerable,1
so intolerable indeed,1
intolerable indeed is,1
indeed is it,1
is it regarded,1
it regarded by,1
regarded by some,1
by some that,1
some that no,1
that no cupidity,1
no cupidity could,1
cupidity could persuade,1
could persuade them,1
persuade them to,1
them to moor,1
to moor alongside,1
moor alongside of,1
alongside of it,1
of it yet,1
it yet are,1
yet are there,1
are there those,1
there those who,1
those who will,1
who will still,1
will still do,1
still do it,1
do it notwithstanding,1
it notwithstanding the,1
notwithstanding the fact,1
that the oil,1
the oil obtained,1
oil obtained from,1
obtained from such,1
from such subjects,1
such subjects is,1
subjects is of,1
a very inferior,1
very inferior quality,1
inferior quality and,1
quality and by,1
and by no,1
no means of,2
means of the,2
nature of attarofrose,1
of attarofrose coming,1
attarofrose coming still,1
coming still nearer,1
still nearer with,1
nearer with the,1
with the expiring,1
the expiring breeze,1
expiring breeze we,1
breeze we saw,1
we saw that,1
saw that the,1
that the frenchman,1
the frenchman had,1
frenchman had a,1
had a second,1
a second whale,1
second whale alongside,1
whale alongside and,1
alongside and this,1
and this second,1
this second whale,1
second whale seemed,1
whale seemed even,1
seemed even more,1
even more of,1
of a nosegay,1
a nosegay than,1
nosegay than the,1
than the first,1
the first in,1
first in truth,1
truth it turned,1
of those problematical,1
those problematical whales,1
problematical whales that,1
whales that seem,1
seem to dry,1
to dry up,1
dry up and,1
up and die,1
and die with,1
die with a,1
sort of prodigious,1
of prodigious dyspepsia,1
prodigious dyspepsia or,1
dyspepsia or indigestion,1
or indigestion leaving,1
indigestion leaving their,1
leaving their defunct,1
their defunct bodies,1
defunct bodies almost,1
bodies almost entirely,1
almost entirely bankrupt,1
entirely bankrupt of,1
bankrupt of anything,1
of anything like,1
anything like oil,1
like oil nevertheless,1
oil nevertheless in,1
nevertheless in the,1
proper place we,1
place we shall,1
we shall see,1
shall see that,1
see that no,1
that no knowing,1
no knowing fisherman,1
knowing fisherman will,1
fisherman will ever,1
will ever turn,1
ever turn up,1
up his nose,1
his nose at,1
nose at such,1
whale as this,1
as this however,1
this however much,1
however much he,1
much he may,1
he may shun,1
may shun blasted,1
shun blasted whales,1
blasted whales in,1
whales in general,1
general the pequod,1
pequod had now,1
had now swept,1
now swept so,1
swept so nigh,1
nigh to the,1
the stranger that,1
stranger that stubb,1
that stubb vowed,1
stubb vowed he,1
vowed he recognised,1
he recognised his,1
recognised his cutting,1
his cutting spadepole,1
cutting spadepole entangled,1
spadepole entangled in,1
lines that were,1
that were knotted,1
were knotted round,1
knotted round the,1
round the tail,1
tail of one,1
these whales theres,1
whales theres a,1
theres a pretty,1
a pretty fellow,1
pretty fellow now,1
fellow now he,1
now he banteringly,1
he banteringly laughed,1
banteringly laughed standing,1
laughed standing in,1
ships bows theres,1
bows theres a,1
theres a jackal,1
a jackal for,1
jackal for ye,1
for ye i,1
ye i well,1
i well know,1
well know that,1
know that these,1
that these crappoes,1
these crappoes of,1
crappoes of frenchmen,1
of frenchmen are,1
frenchmen are but,1
are but poor,1
but poor devils,1
poor devils in,1
devils in the,2
the fishery sometimes,1
fishery sometimes lowering,1
sometimes lowering their,1
lowering their boats,1
their boats for,1
boats for breakers,1
for breakers mistaking,1
breakers mistaking them,1
mistaking them for,1
them for sperm,1
for sperm whale,1
sperm whale spouts,1
whale spouts yes,1
spouts yes and,1
yes and sometimes,1
and sometimes sailing,1
sometimes sailing from,1
sailing from their,1
from their port,1
their port with,1
port with their,1
with their hold,1
their hold full,1
hold full of,2
full of boxes,1
of boxes of,1
boxes of tallow,1
of tallow candles,1
tallow candles and,1
candles and cases,1
and cases of,1
cases of snuffers,1
of snuffers foreseeing,1
snuffers foreseeing that,1
foreseeing that all,1
all the oil,1
the oil they,1
oil they will,1
they will get,1
will get wont,1
get wont be,1
wont be enough,1
be enough to,1
enough to dip,1
to dip the,1
dip the captains,1
the captains wick,1
captains wick into,1
wick into aye,1
into aye we,1
aye we all,1
all know these,1
know these things,1
these things but,1
things but look,1
look ye heres,1
ye heres a,1
heres a crappo,1
a crappo that,1
crappo that is,1
that is content,1
is content with,1
content with our,1
with our leavings,1
our leavings the,1
leavings the drugged,1
the drugged whale,1
drugged whale there,2
whale there i,1
i mean aye,1
mean aye and,1
aye and is,1
and is content,1
is content too,1
content too with,1
too with scraping,1
with scraping the,1
scraping the dry,1
the dry bones,1
dry bones of,1
bones of that,1
of that other,1
that other precious,1
other precious fish,1
precious fish he,1
fish he has,1
he has there,1
has there poor,1
there poor devil,1
poor devil i,1
i say pass,1
say pass round,1
pass round a,1
round a hat,1
a hat some,1
hat some one,1
some one and,1
one and lets,1
and lets make,1
lets make him,1
make him a,1
him a present,1
present of a,1
a little oil,1
little oil for,1
oil for dear,1
for dear charitys,1
dear charitys sake,1
charitys sake for,1
sake for what,1
for what oil,1
what oil hell,1
oil hell get,1
hell get from,2
get from that,2
from that drugged,1
that drugged whale,1
whale there wouldnt,1
there wouldnt be,1
wouldnt be fit,1
be fit to,1
fit to burn,1
to burn in,1
burn in a,1
in a jail,1
a jail no,1
jail no not,1
no not in,1
not in a,1
in a condemned,1
a condemned cell,1
condemned cell and,1
cell and as,1
the other whale,2
other whale why,1
whale why ill,1
why ill agree,1
ill agree to,1
agree to get,1
to get more,1
get more oil,1
more oil by,1
oil by chopping,1
by chopping up,1
chopping up and,1
up and trying,1
and trying out,1
trying out these,1
out these three,1
these three masts,1
three masts of,1
masts of ours,1
of ours than,1
ours than hell,1
than hell get,1
from that bundle,1
that bundle of,1
bundle of bones,1
of bones though,1
bones though now,1
though now that,1
it it may,1
it may contain,1
may contain something,1
contain something worth,1
something worth a,1
worth a good,1
deal more than,1
more than oil,1
than oil yes,1
oil yes ambergris,1
yes ambergris i,1
ambergris i wonder,1
now if our,1
if our old,1
our old man,1
man has thought,1
has thought of,1
thought of that,2
of that its,1
that its worth,1
its worth trying,1
worth trying yes,1
trying yes im,1
yes im for,1
im for it,1
saying he started,1
he started for,1
started for the,1
for the quarterdeck,1
the quarterdeck by,1
quarterdeck by this,1
this time the,1
time the faint,1
the faint air,1
faint air had,1
air had become,1
had become a,1
become a complete,1
a complete calm,1
complete calm so,1
calm so that,1
so that whether,1
that whether or,1
whether or no,1
or no the,1
no the pequod,1
was now fairly,1
now fairly entrapped,1
fairly entrapped in,1
entrapped in the,1
in the smell,1
the smell with,1
smell with no,1
with no hope,1
no hope of,1
hope of escaping,1
of escaping except,1
escaping except by,1
except by its,1
by its breezing,1
its breezing up,1
breezing up again,1
up again issuing,1
again issuing from,1
issuing from the,1
the cabin stubb,1
cabin stubb now,1
stubb now called,1
now called his,1
called his boats,1
his boats crew,3
boats crew and,1
crew and pulled,1
and pulled off,1
pulled off for,1
off for the,1
for the stranger,1
the stranger drawing,1
stranger drawing across,1
drawing across her,1
across her bow,1
her bow he,1
bow he perceived,1
he perceived that,1
perceived that in,2
that in accordance,1
with the fanciful,1
the fanciful french,1
fanciful french taste,1
french taste the,1
taste the upper,1
part of her,1
of her stempiece,1
her stempiece was,1
stempiece was carved,1
was carved in,1
carved in the,1
of a huge,1
a huge drooping,1
huge drooping stalk,1
drooping stalk was,1
stalk was painted,1
was painted green,1
green and for,1
and for thorns,1
for thorns had,1
thorns had copper,1
had copper spikes,1
copper spikes projecting,1
spikes projecting from,1
projecting from it,1
from it here,1
and there the,1
there the whole,1
the whole terminating,1
whole terminating in,1
terminating in a,2
in a symmetrical,1
a symmetrical folded,1
symmetrical folded bulb,1
folded bulb of,1
bulb of a,1
of a bright,1
a bright red,1
bright red colour,1
red colour upon,1
colour upon her,1
upon her head,1
her head boards,1
head boards in,1
boards in large,1
in large gilt,1
large gilt letters,1
gilt letters he,1
letters he read,1
he read bouton,1
read bouton de,1
bouton de roserosebutton,1
de roserosebutton or,1
roserosebutton or rosebud,1
or rosebud and,1
rosebud and this,1
was the romantic,1
the romantic name,1
romantic name of,1
name of this,1
of this aromatic,1
this aromatic ship,1
aromatic ship though,1
ship though stubb,1
though stubb did,1
stubb did not,1
did not understand,1
not understand the,1
understand the bouton,1
the bouton part,1
bouton part of,1
of the inscription,1
the inscription yet,1
inscription yet the,1
yet the word,1
the word rose,1
word rose and,1
rose and the,1
and the bulbous,1
the bulbous figurehead,1
bulbous figurehead put,1
figurehead put together,1
put together sufficiently,1
together sufficiently explained,1
sufficiently explained the,1
explained the whole,1
the whole to,1
whole to him,1
him a wooden,1
a wooden rosebud,1
wooden rosebud eh,1
rosebud eh he,1
eh he cried,1
he cried with,1
cried with his,1
with his hand,1
his nose that,1
nose that will,1
will do very,1
do very well,1
very well but,1
well but how,1
but how like,1
how like all,1
like all creation,1
all creation it,1
creation it smells,1
it smells now,1
smells now in,1
now in order,1
order to hold,1
to hold direct,1
hold direct communication,1
direct communication with,1
communication with the,1
with the people,1
the people on,2
people on deck,2
on deck he,1
he had to,1
had to pull,1
to pull round,1
pull round the,1
round the bows,1
bows to the,1
the starboard side,1
side and thus,1
and thus come,1
thus come close,1
come close to,1
to the blasted,1
the blasted whale,1
blasted whale and,1
whale and so,1
and so talk,1
so talk over,1
talk over it,1
over it arrived,1
it arrived then,1
arrived then at,1
then at this,1
at this spot,1
this spot with,1
spot with one,1
one hand still,1
hand still to,1
still to his,1
his nose he,1
nose he bawledboutonderose,1
he bawledboutonderose ahoy,1
bawledboutonderose ahoy are,1
ahoy are there,1
any of you,1
of you boutonderoses,1
you boutonderoses that,1
boutonderoses that speak,1
that speak english,1
speak english yes,1
english yes rejoined,1
yes rejoined a,1
rejoined a guernseyman,1
a guernseyman from,1
guernseyman from the,1
the bulwarks who,1
bulwarks who turned,1
who turned out,1
be the chiefmate,1
the chiefmate well,1
chiefmate well then,1
well then my,1
then my boutonderosebud,1
my boutonderosebud have,1
boutonderosebud have you,1
have you seen,1
you seen the,1
white whale what,1
whale what whale,1
what whale the,1
the white whalea,1
white whalea sperm,1
whalea sperm whalemoby,1
sperm whalemoby dick,1
whalemoby dick have,1
dick have ye,1
ye seen him,1
seen him never,1
him never heard,1
heard of such,2
a whale cachalot,1
whale cachalot blanche,1
cachalot blanche white,1
blanche white whaleno,1
white whaleno very,1
whaleno very good,1
very good then,1
good then good,1
then good bye,1
good bye now,1
bye now and,1
now and ill,1
and ill call,1
ill call again,1
call again in,1
again in a,2
in a minute,1
a minute then,1
minute then rapidly,1
then rapidly pulling,1
rapidly pulling back,1
pulling back towards,1
back towards the,1
towards the pequod,1
pequod and seeing,1
and seeing ahab,1
seeing ahab leaning,1
ahab leaning over,2
over the quarterdeck,1
the quarterdeck rail,1
quarterdeck rail awaiting,1
rail awaiting his,1
awaiting his report,1
his report he,1
report he moulded,1
he moulded his,1
moulded his two,1
his two hands,1
two hands into,1
hands into a,1
into a trumpet,1
a trumpet and,1
trumpet and shoutedno,1
and shoutedno sir,1
shoutedno sir no,1
sir no upon,1
no upon which,1
upon which ahab,1
which ahab retired,1
ahab retired and,1
retired and stubb,1
and stubb returned,1
stubb returned to,1
to the frenchman,1
the frenchman he,1
frenchman he now,1
he now perceived,1
now perceived that,1
that the guernseyman,2
the guernseyman who,3
guernseyman who had,1
had just got,1
just got into,1
got into the,1
into the chains,2
chains and was,1
and was using,1
was using a,1
using a cuttingspade,1
a cuttingspade had,1
cuttingspade had slung,1
had slung his,1
slung his nose,1
his nose in,1
nose in a,1
sort of bag,1
of bag whats,1
bag whats the,1
matter with your,1
with your nose,1
your nose there,1
nose there said,1
there said stubb,1
said stubb broke,1
stubb broke it,1
broke it i,1
it i wish,1
i wish it,1
wish it was,1
it was broken,1
was broken or,1
broken or that,1
or that i,1
that i didnt,1
i didnt have,1
didnt have any,1
have any nose,1
any nose at,1
nose at all,1
at all answered,1
all answered the,1
answered the guernseyman,1
guernseyman who did,1
who did not,1
seem to relish,1
to relish the,1
relish the job,1
the job he,1
job he was,1
was at very,1
at very much,1
very much but,1
much but what,1
but what are,1
are you holding,1
you holding yours,1
holding yours for,1
yours for oh,1
for oh nothing,1
oh nothing its,1
nothing its a,1
its a wax,1
a wax nose,1
wax nose i,1
nose i have,1
have to hold,1
to hold it,2
hold it on,1
it on fine,1
on fine day,1
fine day aint,1
day aint it,1
aint it air,1
it air rather,1
air rather gardenny,1
rather gardenny i,1
gardenny i should,1
should say throw,1
say throw us,1
throw us a,1
us a bunch,1
bunch of posies,1
of posies will,1
posies will ye,1
will ye boutonderose,1
ye boutonderose what,1
boutonderose what in,1
in the devils,1
the devils name,1
devils name do,1
name do you,1
you want here,1
want here roared,1
here roared the,1
roared the guernseyman,1
the guernseyman flying,1
guernseyman flying into,1
into a sudden,1
a sudden passion,1
sudden passion oh,1
passion oh keep,1
oh keep coolcool,1
keep coolcool yes,1
coolcool yes thats,1
thats the word,1
the word why,1
word why dont,1
dont you pack,1
you pack those,1
pack those whales,1
those whales in,1
whales in ice,1
in ice while,1
ice while youre,1
while youre working,1
youre working at,1
working at em,1
at em but,1
em but joking,1
but joking aside,1
joking aside though,1
aside though do,1
though do you,1
you know rosebud,1
know rosebud that,1
rosebud that its,1
that its all,1
its all nonsense,1
all nonsense trying,1
nonsense trying to,1
trying to get,2
to get any,1
get any oil,1
any oil out,1
oil out of,1
out of such,1
of such whales,1
such whales as,1
whales as for,1
as for that,1
for that dried,1
that dried up,1
dried up one,1
up one there,1
one there he,1
there he hasnt,1
he hasnt a,1
hasnt a gill,1
a gill in,1
gill in his,1
in his whole,2
his whole carcase,1
whole carcase i,1
know that well,1
that well enough,1
well enough but,2
enough but dye,1
but dye see,1
dye see the,1
see the captain,1
the captain here,1
captain here wont,1
here wont believe,1
wont believe it,1
believe it this,1
this is his,3
is his first,1
his first voyage,1
first voyage he,1
voyage he was,1
was a cologne,1
a cologne manufacturer,1
cologne manufacturer before,1
manufacturer before but,1
before but come,1
but come aboard,1
come aboard and,1
aboard and mayhap,1
and mayhap hell,1
mayhap hell believe,1
hell believe you,1
believe you if,1
you if he,1
if he wont,1
he wont me,1
wont me and,1
me and so,1
and so ill,1
so ill get,1
ill get out,1
of this dirty,1
this dirty scrape,1
dirty scrape anything,1
scrape anything to,1
anything to oblige,1
to oblige ye,1
oblige ye my,1
ye my sweet,1
my sweet and,1
sweet and pleasant,1
and pleasant fellow,1
pleasant fellow rejoined,1
fellow rejoined stubb,1
rejoined stubb and,1
stubb and with,1
that he soon,1
he soon mounted,1
soon mounted to,1
deck there a,1
there a queer,1
a queer scene,1
queer scene presented,1
scene presented itself,1
presented itself the,1
itself the sailors,1
the sailors in,1
sailors in tasselled,1
in tasselled caps,1
tasselled caps of,1
caps of red,1
red worsted were,1
worsted were getting,1
were getting the,1
getting the heavy,1
heavy tackles in,1
tackles in readiness,1
readiness for the,1
whales but they,1
but they worked,1
they worked rather,1
worked rather slow,1
rather slow and,1
slow and talked,1
and talked very,1
talked very fast,1
very fast and,1
fast and seemed,1
and seemed in,1
seemed in anything,1
in anything but,1
anything but a,1
a good humor,1
good humor all,1
humor all their,1
all their noses,1
their noses upwardly,1
noses upwardly projected,1
upwardly projected from,1
projected from their,1
from their faces,1
their faces like,2
faces like so,1
so many jibbooms,1
many jibbooms now,1
jibbooms now and,1
and then pairs,1
then pairs of,1
pairs of them,1
them would drop,1
would drop their,1
drop their work,1
their work and,1
work and run,1
and run up,1
run up to,1
to the masthead,1
the masthead to,1
masthead to get,1
to get some,1
get some fresh,1
some fresh air,1
fresh air some,1
air some thinking,1
some thinking they,1
thinking they would,1
they would catch,1
would catch the,1
catch the plague,1
the plague dipped,1
plague dipped oakum,1
dipped oakum in,1
oakum in coaltar,1
in coaltar and,1
coaltar and at,1
at intervals held,1
intervals held it,1
held it to,1
to their nostrils,1
their nostrils others,1
nostrils others having,1
others having broken,1
having broken the,1
broken the stems,1
the stems of,1
stems of their,1
of their pipes,1
their pipes almost,1
pipes almost short,1
almost short off,1
at the bowl,1
the bowl were,1
bowl were vigorously,1
were vigorously puffing,1
vigorously puffing tobaccosmoke,1
puffing tobaccosmoke so,1
tobaccosmoke so that,1
that it constantly,1
it constantly filled,1
constantly filled their,1
filled their olfactories,1
their olfactories stubb,1
olfactories stubb was,1
stubb was struck,1
was struck by,1
struck by a,1
by a shower,1
a shower of,2
shower of outcries,1
of outcries and,1
outcries and anathemas,1
and anathemas proceeding,1
anathemas proceeding from,1
proceeding from the,1
from the captains,1
the captains roundhouse,2
captains roundhouse abaft,1
roundhouse abaft and,1
abaft and looking,1
and looking in,1
looking in that,1
in that direction,2
that direction saw,1
direction saw a,1
saw a fiery,1
a fiery face,1
fiery face thrust,1
face thrust from,1
thrust from behind,1
behind the door,1
the door which,1
door which was,1
which was held,1
was held ajar,1
held ajar from,1
ajar from within,1
from within this,1
within this was,1
was the tormented,1
the tormented surgeon,1
tormented surgeon who,1
surgeon who after,1
who after in,1
in vain remonstrating,1
vain remonstrating against,1
remonstrating against the,1
against the proceedings,1
the proceedings of,1
proceedings of the,1
the day had,1
day had betaken,1
had betaken himself,1
betaken himself to,1
to the captains,1
captains roundhouse cabinet,1
roundhouse cabinet he,1
cabinet he called,1
called it to,2
it to avoid,1
to avoid the,2
avoid the pest,1
the pest but,1
pest but still,1
but still could,1
still could not,1
not help yelling,1
help yelling out,1
yelling out his,1
out his entreaties,1
his entreaties and,1
entreaties and indignations,1
and indignations at,1
indignations at times,1
at times marking,1
times marking all,1
marking all this,1
all this stubb,1
this stubb argued,1
stubb argued well,1
argued well for,1
well for his,1
for his scheme,1
his scheme and,1
scheme and turning,1
to the guernseyman,1
the guernseyman had,2
guernseyman had a,1
had a little,1
a little chat,1
little chat with,1
chat with him,1
with him during,1
him during which,1
which the stranger,1
the stranger mate,1
stranger mate expressed,1
mate expressed his,1
expressed his detestation,1
his detestation of,1
detestation of his,1
of his captain,1
his captain as,1
captain as a,1
as a conceited,1
a conceited ignoramus,1
conceited ignoramus who,1
ignoramus who had,1
who had brought,1
had brought them,1
brought them all,1
them all into,1
all into so,1
into so unsavory,1
so unsavory and,1
unsavory and unprofitable,1
and unprofitable a,1
unprofitable a pickle,1
a pickle sounding,1
pickle sounding him,1
sounding him carefully,1
him carefully stubb,1
carefully stubb further,1
stubb further perceived,1
further perceived that,1
guernseyman had not,1
the slightest suspicion,1
slightest suspicion concerning,1
suspicion concerning the,1
concerning the ambergris,1
the ambergris he,1
ambergris he therefore,1
he therefore held,1
therefore held his,1
held his peace,1
his peace on,1
peace on that,1
that head but,1
head but otherwise,1
but otherwise was,1
otherwise was quite,1
was quite frank,1
quite frank and,1
frank and confidential,1
and confidential with,1
confidential with him,1
with him so,2
the two quickly,1
two quickly concocted,1
quickly concocted a,1
concocted a little,1
little plan for,1
plan for both,1
for both circumventing,1
both circumventing and,1
circumventing and satirizing,1
and satirizing the,1
satirizing the captain,1
the captain without,1
captain without his,1
without his at,1
his at all,1
at all dreaming,1
all dreaming of,1
dreaming of distrusting,1
of distrusting their,1
distrusting their sincerity,1
their sincerity according,1
sincerity according to,1
to this little,1
this little plan,1
little plan of,1
plan of theirs,1
of theirs the,1
theirs the guernseyman,1
the guernseyman under,1
guernseyman under cover,1
under cover of,2
cover of an,1
of an interpreters,1
an interpreters office,1
interpreters office was,1
office was to,1
was to tell,1
to tell the,2
tell the captain,1
the captain what,1
captain what he,1
what he pleased,1
he pleased but,1
pleased but as,1
but as coming,1
as coming from,1
coming from stubb,1
from stubb and,1
stubb and as,2
as for stubb,1
for stubb he,1
stubb he was,1
was to utter,1
to utter any,2
utter any nonsense,1
any nonsense that,1
nonsense that should,1
that should come,1
should come uppermost,1
come uppermost in,1
uppermost in him,1
in him during,1
him during the,1
during the interview,1
the interview by,1
interview by this,1
this time their,1
time their destined,1
their destined victim,1
destined victim appeared,1
victim appeared from,1
appeared from his,1
his cabin he,1
cabin he was,1
a small and,1
small and dark,1
and dark but,1
dark but rather,1
but rather delicate,1
rather delicate looking,1
delicate looking man,1
looking man for,1
man for a,2
for a seacaptain,1
a seacaptain with,1
seacaptain with large,1
with large whiskers,1
large whiskers and,1
whiskers and moustache,1
and moustache however,1
moustache however and,1
however and wore,1
and wore a,1
wore a red,1
a red cotton,1
red cotton velvet,1
cotton velvet vest,1
velvet vest with,1
vest with watchseals,1
with watchseals at,1
watchseals at his,1
his side to,1
side to this,1
to this gentleman,1
this gentleman stubb,1
gentleman stubb was,1
stubb was now,1
was now politely,1
now politely introduced,1
politely introduced by,1
introduced by the,1
by the guernseyman,1
guernseyman who at,1
at once ostentatiously,1
once ostentatiously put,1
ostentatiously put on,1
put on the,2
on the aspect,1
aspect of interpreting,1
of interpreting between,1
interpreting between them,1
between them what,1
them what shall,1
what shall i,1
shall i say,1
i say to,1
say to him,1
to him first,1
him first said,1
first said he,1
said he why,1
he why said,1
why said stubb,1
said stubb eyeing,1
stubb eyeing the,1
eyeing the velvet,1
the velvet vest,1
velvet vest and,1
vest and the,1
and the watch,1
watch and seals,1
and seals you,1
seals you may,1
you may as,2
as well begin,1
well begin by,1
begin by telling,1
by telling him,1
telling him that,1
that he looks,1
he looks a,1
sort of babyish,1
of babyish to,1
babyish to me,1
to me though,1
me though i,1
though i dont,1
i dont pretend,1
dont pretend to,1
pretend to be,1
be a judge,1
a judge he,1
judge he says,1
he says monsieur,3
says monsieur said,1
monsieur said the,1
said the guernseyman,3
the guernseyman in,1
guernseyman in french,1
in french turning,1
french turning to,1
to his captain,1
his captain that,1
captain that only,1
that only yesterday,1
only yesterday his,1
yesterday his ship,1
his ship spoke,1
ship spoke a,1
spoke a vessel,1
a vessel whose,1
vessel whose captain,1
whose captain and,1
captain and chiefmate,1
and chiefmate with,1
chiefmate with six,1
with six sailors,1
six sailors had,1
sailors had all,1
had all died,1
all died of,1
died of a,1
of a fever,1
a fever caught,1
fever caught from,1
caught from a,1
from a blasted,1
blasted whale they,1
whale they had,3
they had brought,1
had brought alongside,1
brought alongside upon,1
alongside upon this,1
the captain started,1
captain started and,1
started and eagerly,1
and eagerly desired,1
eagerly desired to,1
desired to know,1
to know more,1
know more what,1
more what now,1
what now said,2
the guernseyman to,2
guernseyman to stubb,1
to stubb why,1
stubb why since,1
why since he,1
since he takes,1
he takes it,2
takes it so,1
it so easy,1
so easy tell,1
easy tell him,1
tell him that,1
him that now,1
that now i,1
now i have,1
i have eyed,1
have eyed him,1
eyed him carefully,1
him carefully im,1
carefully im quite,1
im quite certain,1
quite certain that,1
certain that hes,1
that hes no,1
no more fit,1
more fit to,1
fit to command,1
to command a,1
command a whaleship,1
a whaleship than,1
whaleship than a,1
than a st,1
a st jago,1
st jago monkey,1
jago monkey in,1
monkey in fact,1
in fact tell,2
fact tell him,3
tell him from,1
him from me,1
from me hes,1
me hes a,1
hes a baboon,1
a baboon he,1
baboon he vows,1
he vows and,1
vows and declares,1
and declares monsieur,1
declares monsieur that,1
monsieur that the,1
other whale the,1
whale the dried,1
the dried one,1
dried one is,1
one is far,1
is far more,1
far more deadly,1
more deadly than,1
deadly than the,1
than the blasted,1
the blasted one,1
blasted one in,1
one in fine,1
in fine monsieur,1
fine monsieur he,1
monsieur he conjures,1
he conjures us,1
conjures us as,1
us as we,1
as we value,1
we value our,1
value our lives,1
our lives to,1
lives to cut,1
